SMILES,KELAS
[Pd].[Pd].[Pd].[Pd].[Pd].[Pt].[Pt].[Pt].[Pt].[Pt].[Pt].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au].[Au],1
[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn],1
[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn],1
[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Cd].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi].[Bi],1
CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)C(=O)COCCOC.N,1
[Al].[Al].[Al].[Al].[Al].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo],1
[O-]P(=O)([O-])[O-].[F-].[F-].[F-].[Sn+4].[Sn+4].[Sn+4],2
[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],2
C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC(=C1)N)N.C1=CC(=CC=C1C(=O)O)C(=O)O,2
[Cu].[Zn].[Ag].[In].[Sn],2
CC1=CC(=O)[C-](C(=O)O1)C(=O)C.CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.[Na+].Cl,2
[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],2
[Cr].[Fe].[Ni],2
CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC.C(C(COP(=O)(O)OCC(C(=O)O)N)O)O,2
CC(=C)C(=O)OC.C=C[Si],2
CC(=C)COCCOC.C1=CC(=O)OC1=O,2
[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Cr].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Co].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo],2
CC(=C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C.CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,2
CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.CC(C)(C(Cl)(Cl)Cl)O.C=CN1CCCC1=O.C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)[O-])OC5=C3C=CC(=C5)[O-].C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+].[Na+].[Na+].Cl,2
CCCCCCOC(=O)C(CC1=CC=C(C=C1)OC#N)NC(=O)C(CC2=CC=C(C=C2)OC#N)NC(=O)OCC3=CC=CC=C3,2
C1=CC=NC(=NCCN=C2N=CC=CC=N2)N=C1.I.I,2
C1=CC=NC(=NCCOCCN=C2N=CC=CC=N2)N=C1.I.I,2
[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],2
[Cu].[Cu].[Cu].[Cu].[Zn].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[In].[In].[In].[In].[In].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],2
CCN(CC)C1(CCOC1=O)C=C,2
C(CC=O)CC=O.C(C(=O)OCC(COC(=O)CS)(COC(=O)CS)COC(=O)CS)S,2
CC(=C)C(=O)NC1=CC=CC=C1[N+](C)(C)[O-],2
C=CC(=O)N.C(CCN)CN,2
O.O.O.O.O.O.[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[P-3].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[Ti].[Ti].[W].[W].[W].[W].[W].[W].[W].[W].[W].[W],2
C1C=CC=[N+]1C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=C(C=C3)NC(=S)NCCOCCO,2
CC(=C)C(=O)OC.CC(=C)C(=O)F,2
CC(C(=O)O)O.C1CSSC1CCCCC(=O)O,2
C=O.C1=CC(=CC=C1O)OCC(=O)O.N,2
CCCCOC(=O)C(=C)C.CC(C)NC(=O)C=C.CC(=C)C(=O)OCCOC(=O)C(=C)C,2
CC(=C)C(=O)OC.C=CC1=C2C(=C(C=C1)N)C(=O)NNC2=O,2
CCN(CC)CC.C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)N,2
CC(CCNC(=O)OCCOC(=O)C(=C)C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C.CC(=C)C(=O)OCCOC(=O)C1=CC2=C(C=C1)C(=O)OC2=O,2
C=CC(=O)OCCOCCOCCOC(=O)C=C.C=CO,2
C=CC1=CC=CC=C1.C1=CC=C(C=C1)COC(=O)CCC(C(=O)O)N,2
CC1=NC=C(C=C1)C=C.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],2
CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(C)OC(=O)NCCCCCCNC(=O)OC(C)COC(=O)C(=C)C)OC(=O)NCCCCCCNC(=O)OC(C)COC(=O)C(=C)C.CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,2
CC(C)[Si]1(OCC2C(C(C(O2)N3C=CC(=O)NC3=O)OC4SC5=CC=CC=C5S4)O[Si](O1)(C(C)C)C(C)C)C(C)C,2
CNCCCCNC.C=CC(=O)N1CCN(CC1)C(=O)C=C.C(CCCN=C=O)CCN=C=O,2
[Co].[Ga].[Ga].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd],2
[Ca].[Ca].[Ca].[Ca].[Ca].[Ca].[Ca].[Ca].[Ca].[Ca].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Pd].[Au].[Au],2
CCSC(=C(C#N)C(=O)OC)SC,2
[Cu].[Pd].[Ag].[Sn],2
CCCCCCC(CCCCCCCCCCC(=O)OCCO)O.N,2
CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC.N,2
CC(=C)C(=O)OCCO.C=CC(=O)OCCOC(=O)C=C,2
C1CCC2(CC1)OC=CC=CO2.C1=CC(=O)OC1=O,2
CC(=C)C(=O)OCC1=CC=C(C2=CC=CC=C12)COC(=O)C(=C)C.C=CC1=CC=CC=C1C=C,2
C=O.C1=CC(=C(C=C1O)S(=O)(=O)O)O,2
[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[In].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],2
COC1=CC2=C(CCNC2)C=C1.C=O,2
[Cu].[Zn].[Ag].[Sn],2
[Cu].[Zn].[Ag].[Sn].[Hg],2
CC(CCC=C(C#N)C(=O)[O-])OC,2
CC(=C)C(=O)OC.CC(=C)C(=O)OCC(CO)O,2
CC(CO)O.CC(=C)C(=O)OC.C(=CC(=O)O)C(=O)O,2
CSC1=CC=CC=C1N=CC=NC2=CC=CC=C2SC,2
CC(=C)C(=O)OC.C1=CC=C(C=C1)COC(=O)CCC(C(=O)O)N,2
CC(C)CC(C(=O)O)N.C1=CC=C(C=C1)COC(=O)CC(C(=O)O)N,2
CCCCCCCCC(CC(=O)O)O.CCCCCCC(CC(=O)O)O.CCCCC(CC(=O)O)O.CCC(CC(=O)O)O,2
CC(=C)C(=O)OCCC1=CC=CC=N1.OP(=O)(O)O,2
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CN=[N+]=[N-])CN=[N+]=[N-])O)O)O)N=[N+]=[N-],2
CC(C(C[Si]O)(F)F)F,2
CCOC(=O)C1=NC(=CN1C)NC(=O)C2=NC(=CN2C)NC(=O)C3=CC(=CN3C)[N+](=O)[O-],2
CCNCCNCC.C=CC1=CC=CC=C1.C=CC1=CC=C(C=C1)C=C,2
[Cr].[Co].[Mo],2
COCCOCCNC(=O)C1=CC=C(C=C1)[Hg].O,2
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,2
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+],2
CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,2
C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O,2
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,2
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,2
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2
CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,2
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CCO)C)OC4CC(C(C(O4)C)O)(C)O,2
CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,2
CC(=O)O.C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,2
CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)N)N,2
CN(CC(=O)C1=CC=CC=C1)N=O,2
CC(C)CC(C(=O)NC(CCS(=O)(=O)C)C(=O)N)NC(=O)CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,2
CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)O)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CS)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCSC)NC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CS)NC(=O)CNC(=O)C1CCCN1C(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)N,2
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,2
CCC(C)C(C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C3CCC(=O)N3,2
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(CC(=O)O)N,2
COC1=CC=C(C=C1)CC(CNC(CCCN=C(N)N)C(=O)O)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)C(CC3=CC=CS3)NC(=O)CNC(=O)C4CC(CN4C(=O)C5CCCN5C(=O)C(CCCN=C(N)N)N)O,2
CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCN)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N,2
C1CC(N(C1)C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)C(=O)N2CC(CC2C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O)O,2
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC5CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC6=CC=CC=C6)CC7=CC=C(C=C7)O)C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC5=O)CO)CO)CC(C)C)CCSC)CC(=O)O)CCCCN)CCC(=O)O)CO)N,2
CC(C)CC(C(=O)NC(CCCNC(=NC)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)NC(=O)NNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C4CC(CN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C)O,2
C1CC(N(C1)C(=O)C(CCCN=C(N)N)N)C(=O)N2CC(CC2C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O)O,2
CCCCC(C(=O)N(C(=O)C1CCCN1C(=O)C(CCCCNC(=O)C2=CN=CC=C2)N)C(=O)C3CCCN3C(=O)C(CC4=CN=CC=C4)N)NC(=O)C(CC(C)C)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC(=C(C=C1)Cl)Cl)N,2
